token	lemma	pos	msd	msd_morph	msd_mode	msd_temps	msd_pers	msd_nomb	msd_genre	msd_cas
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=p		
pas	pas	ADVneg	MORPH=empty	MORPH=empty						
aquis	acquis	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
peu	peu	ADVgen	MORPH=empty	MORPH=empty						
de	de	PRE	MORPH=empty	MORPH=empty						
reputation	réputation	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
’	’	CONcoo	MORPH=empty	MORPH=empty						
eelnmee	éelner	ADJqua	NOMB.=s					NOMB.=s		
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
pmeau	paeau	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
ſle	il	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n				PERS.=1	NOMB.=s	GENRE=m	CAS=n
fait	faire	VERcjg	MODE=ind|NOMB.=s		MODE=ind			NOMB.=s		
connoiſtre	connaître	VERinf	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
auſi	aussi	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
uen	uen	DETndf	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
vne	un	DETndf	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ouenon	ouenon	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
quenvne	quenve	VERppe	NOMB.=s					NOMB.=s		
lledene	llédène	NOMpro	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
&	et	CONcoo	MORPH=empty	MORPH=empty						
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
cde	cde	NOMcom	NOMB.=s					NOMB.=s		
’	’	ADVneg	MORPH=empty	MORPH=empty						
oeuune	œunknown	ADJqua	TEMPS=pst|NOMB.=s			TEMPS=pst		NOMB.=s		
de	@latin	PRE	MORPH=empty	MORPH=empty						
Phy	phi	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
das	das	VERppe	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
elitoit	@latin	VERcjg	NOMB.=s					NOMB.=s		
vndsaire	@latin	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
Touut’	Touute	VERppe	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
Euopele	euopele	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
puunt	puer	VERppe	NOMB.=s					NOMB.=s		
de	de	PRE	MORPH=empty	MORPH=empty						
ues	@latin	DETndf	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
fouo	@latin	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
nre	nre	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
de	de	PRE	MORPH=empty	MORPH=empty						
e	e	PRE	MORPH=empty	MORPH=empty						
l	l	DETdef	NOMB.=s					NOMB.=s		
s	s	NOMcom	NOMB.=s					NOMB.=s		
,	,	PONfbl	MORPH=empty	MORPH=empty						
,	,	PONfbl	MORPH=empty	MORPH=empty						
u	u	INJ	NOMB.=s					NOMB.=s		
onme	onme	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
di	di	CONcoo	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
tu	tu	PROper	PERS.=2|NOMB.=s|CAS=n				PERS.=2	NOMB.=s		CAS=n
lavavole	lavavoler	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=s		MODE=sub	TEMPS=pst	PERS.=2	NOMB.=s		
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
Cudinalat	cudinalat	NOMpro	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
.	.	PONfrt	MORPH=empty	MORPH=empty						
renmole	renmole	NOMcom	NOMB.=s					NOMB.=s		
que	que	CONsub	MORPH=empty	MORPH=empty						
ere	@unknown	VERcjg	MODE=sub|TEMPS=psp|NOMB.=s		MODE=sub	TEMPS=psp		NOMB.=s		
dignire	dignirer	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
doiue	doiué	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
dtre	dere	VERinf	MORPH=empty	MORPH=empty						
deſomi	désomi	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
lneeonmpeſe	l'eeonopese	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
des	de_le	PRE.DETdef	NOMB.=p					NOMB.=p		
l’	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
aehee	aehée	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
&	et	CONcoo	MORPH=empty	MORPH=empty						
ſi	si	CONsub	MORPH=empty	MORPH=empty						
les	le	DETdef	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
San	san	ADJcar	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
Pere	père	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
denrde	denré	VERcjg	NOMB.=s					NOMB.=s		
pus	pus	ADVgen	MORPH=empty	MORPH=empty						
de	de	PRE	MORPH=empty	MORPH=empty						
ſerupule	sérupule	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
n	n	ADVgen	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ditnbuto	ditnbuto	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
de	de	PRE	MORPH=empty	MORPH=empty						
eet	@latin	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
haonnmeu	haonneu	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
ce	ce	DETdem	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
quiaſetuy	quiasetuy	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
dereconnoiſſancenu	dereconnaissancenu	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
aomn	aoman	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
lluſires	llusirer	NOMpro	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ie	je	PROper	NOMB.=s					NOMB.=s		
de	de	PRE	MORPH=empty	MORPH=empty						
pleeone	pleeone	NOMpro	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ſeoon	séoer	ADJqua	NOMB.=s					NOMB.=s		
plus	plus	ADVgen	MORPH=empty	MORPH=empty						
qun	que	ADVgen	MORPH=empty	MORPH=empty						
ls	li	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
perode	pérode	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
&	et	CONcoo	MORPH=empty	MORPH=empty						
e	e	PRE	MORPH=empty	MORPH=empty						
ambinieun	ambinieun	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
.	.	PONfrt	MORPH=empty	MORPH=empty						
Poſeous	poseous	ADVgen	NOMB.=p					NOMB.=p		
due	devoir	ADJcar	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
e	e	PRE	MORPH=empty	MORPH=empty						
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
ſuiet	sujet	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
ſeandale	séandale	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
&	et	CONcoo	MORPH=empty	MORPH=empty						
qui	qui	PROrel	MORPH=empty	MORPH=empty						
doi	devoir	ADVgen	MORPH=empty	MORPH=empty						
arirerle	arire	ADJqua	NOMB.=s					NOMB.=s		
laudesd’	laudesd'	VERppe	MORPH=empty	MORPH=empty						
n	n°	ADVgen	MORPH=empty	MORPH=empty						
chaeun	chaud	DETind	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
deſlus	deslus	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
tateiſe	tateise	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
Onſoui	onsoui	NOMpro	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
que	que	CONsub	MORPH=empty	MORPH=empty						
pi	pi	CONsub	MORPH=empty	MORPH=empty						
s	s	NOMpro	NOMB.=p					NOMB.=p		
delies	délier	VERcjg	MODE=ind|TEMPS=pst|NOMB.=p|GENRE=m		MODE=ind	TEMPS=pst		NOMB.=p	GENRE=m	
dela	delà	PROper	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
vansene	vensene	VERcjg	TEMPS=pst|NOMB.=s|GENRE=f			TEMPS=pst		NOMB.=s	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
&	et	CONcoo	MORPH=empty	MORPH=empty						
qus	qus	PROrel	NOMB.=p					NOMB.=p		
u	u	PROcar	NOMB.=s					NOMB.=s		
ds	ds	NOMcom	NOMB.=s					NOMB.=s		
de	de	PRE	MORPH=empty	MORPH=empty						
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
eur	avoir	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
cet	ce	DETdem	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
Ielisn	ielisn	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
qui	qui	PROrel	MORPH=empty	MORPH=empty						
diſoit	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s		MODE=ind	TEMPS=ipf	PERS.=3	NOMB.=s		
que	que	CONsub	MORPH=empty	MORPH=empty						
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
Dieux	dieu	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
1	1	ADJcar	NOMB.=p					NOMB.=p		
1	1	ADJcar	NOMB.=p					NOMB.=p		
eſtoient	être	VERcjg	TEMPS=ipf|PERS.=3|NOMB.=p			TEMPS=ipf	PERS.=3	NOMB.=p		
gardé́	garder	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
meilleur	meilleur	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
tous	tout	DETind	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
morceaux	morceau	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
en	en	ADVgen	MORPH=empty	MORPH=empty						
ſe	se	PROper	PERS.=3				PERS.=3			
releruans	releruer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p		MODE=ind	TEMPS=psp	PERS.=3	NOMB.=p		
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
plaiſir	plaisir	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
vangeance	vengeance	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
;	;	PONfbl	MORPH=empty	MORPH=empty						
mais	mais	CONcoo	MORPH=empty	MORPH=empty						
comme	comme	CONsub	MORPH=empty	MORPH=empty						
ce	ce	DETdem	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
ſentiment	sentiment	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
criminel	criminel	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
quoy	quoi	PROrel	MORPH=empty	MORPH=empty						
qu’	que	PROrel	MORPH=empty	MORPH=empty						
exprimé	exprimer	ADJqua	NOMB.=s					NOMB.=s		
par	par	PRE	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
bouche	bouche	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
d’	de	PRE	MORPH=empty	MORPH=empty						
vn	un	ADVgen	NOMB.=s					NOMB.=s		
profane	profane	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
qu’	que	CONsub	MORPH=empty	MORPH=empty						
el	el	DETdem	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
nom	nom	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
.	.	PONfrt	MORPH=empty	MORPH=empty						
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
prendre	prendre	VERinf	MORPH=empty	MORPH=empty						
en	en	PRE	MORPH=empty	MORPH=empty						
celle	celui	PROdem	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
d’	de	PRE	MORPH=empty	MORPH=empty						
vn	un	PROind	NOMB.=s					NOMB.=s		
Prince	prince	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
l’	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
Egliſe	église	NOMpro	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
?	?	PONfrt	MORPH=empty	MORPH=empty						
cela	cela	PROdem	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n	
n’	ne	ADVneg	MORPH=empty	MORPH=empty						
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
rien	rien	PROind	NOMB.=s					NOMB.=s		
de	de	PRE	MORPH=empty	MORPH=empty						
cette	ce	DETdem	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ancienne	ancien	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
Rome	Rome	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ny	ni	ADVgen	MORPH=empty	MORPH=empty						
de	de	PRE	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
nouuelle	nouvelle	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
.	.	PONfrt	MORPH=empty	MORPH=empty						
La	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
profane	profane	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s		MODE=ind	TEMPS=ipf	PERS.=3	NOMB.=s		
plus	plus	ADVgen	MORPH=empty	MORPH=empty						
conſcientieuſe	consciencieux	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
&	et	CONcoo	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ſainte	saint	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ne	ne	ADVneg	MORPH=empty	MORPH=empty						
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
ſouffrir	souffrir	VERinf	MORPH=empty	MORPH=empty						
ce	ce	PROdem	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n	
que	que	PROrel	MORPH=empty	MORPH=empty						
tu	tu	PROper	PERS.=2|NOMB.=s|CAS=n				PERS.=2	NOMB.=s		CAS=n
appreuues	appreuver	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=2	NOMB.=s		
.	.	PONfrt	MORPH=empty	MORPH=empty						
Quoy	quoi	PROrel	MORPH=empty	MORPH=empty						
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
eſtrangers	étranger	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
ne	ne	ADVneg	MORPH=empty	MORPH=empty						
diront	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p		MODE=ind	TEMPS=fut	PERS.=3	NOMB.=p		
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n				PERS.=3	NOMB.=p	GENRE=m	CAS=n
pas	pas	ADVneg	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
c’	ce	PROdem	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n	
eft	eff	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s		MODE=sub	TEMPS=ipf	PERS.=3	NOMB.=s		
vne	un	DETndf	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
honte	honte	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
à	à	PRE	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
Frane	frane	NOMpro	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
qu’	que	PROrel	MORPH=empty	MORPH=empty						
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n				PERS.=3	NOMB.=s	GENRE=f	CAS=n
ſouffre	souffrir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
vn	un	DETndf	MORPH=empty	MORPH=empty						
miniſtre	ministre	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
qui	qui	PROrel	MORPH=empty	MORPH=empty						
ne	ne	ADVneg	MORPH=empty	MORPH=empty						
reſpire	respirer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
qu’	que	ADVgen	MORPH=empty	MORPH=empty						
apres	après	PRE	MORPH=empty	MORPH=empty						
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
meurtre	meurtre	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
&	et	CONcoo	MORPH=empty	MORPH=empty						
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
carnage	carnage	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
ceux	celui	PROdem	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
qui	qui	PROrel	MORPH=empty	MORPH=empty						
l’	il	PROper	PERS.=3|NOMB.=s|CAS=r				PERS.=3	NOMB.=s		CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=p		
reçeu	recevoir	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
chez	chez	PRE	MORPH=empty	MORPH=empty						
eui	avoir	VERppe	NOMB.=s					NOMB.=s		
auec	avec	PRE	MORPH=empty	MORPH=empty						
honneur	honneur	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
&	et	CONcoo	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
tét	tét	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
inſolent	insolent	ADJqua	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
donne	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
des	un	DETndf	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
exemples	exemple	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
ſi	si	ADVgen	MORPH=empty	MORPH=empty						
pernicieux	pernicieux	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
aà̀	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
vn	un	ADVgen	MORPH=empty	MORPH=empty						
ieune	jeune	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
Monarque	monarque	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
?	?	PONfrt	MORPH=empty	MORPH=empty						
Tout	tout	DETind	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
mode	mode	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
crie	crier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
tout	tout	ADVgen	MORPH=empty	MORPH=empty						
haut	haut	ADVgen	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
que	que	CONsub	MORPH=empty	MORPH=empty						
u	u	INJ	NOMB.=s					NOMB.=s		
imites	imiter	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
les	le	DETdef	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
voleurs	voleur	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
graãds	gracd	ADJqua	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
chemins	chemin	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
qui	qui	PROrel	MORPH=empty	MORPH=empty						
tuent	tuer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=p		
ceux	celui	PROdem	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
à	à	PRE	MORPH=empty	MORPH=empty						
qui	qui	PROrel	MORPH=empty	MORPH=empty						
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n				PERS.=3	NOMB.=p	GENRE=m	CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=p		
oté	ôter	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
bourſe	bourse	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
.	.	PONfrt	MORPH=empty	MORPH=empty						
Pour	pour	PRE	MORPH=empty	MORPH=empty						
peur	peur	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
que	que	CONsub	MORPH=empty	MORPH=empty						
t	tout	NOMcom	MORPH=empty	MORPH=empty						
euſſes	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p		MODE=ind	TEMPS=pst	PERS.=1	NOMB.=p		
leu	lire	VERppe	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
Hiſtoires	histoire	NOMpro	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
tu	tu	PROper	PERS.=2|NOMB.=s|CAS=n				PERS.=2	NOMB.=s		CAS=n
aurois	avoir	VERcjg	MODE=con|PERS.=1|NOMB.=s		MODE=con		PERS.=1	NOMB.=s		
appris	apprendre	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
que	que	CONsub	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
clémence	clémence	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
conſeruatrice	conservateur|conserv	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
mpires	mpire	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
&	et	CONcoo	MORPH=empty	MORPH=empty						
qu’	que	PROrel	MORPH=empty	MORPH=empty						
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
n’	ne	ADVneg	MORPH=empty	MORPH=empty						
y	y	PROadv	MORPH=empty	MORPH=empty						
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
que	que	ADVgen	MORPH=empty	MORPH=empty						
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
tirans	tyran	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
qui	qui	PROrel	MORPH=empty	MORPH=empty						
ſe	se	PROper	PERS.=3				PERS.=3			
plaiſent	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=p		
à	à	PRE	MORPH=empty	MORPH=empty						
voir	voir	VERinf	MORPH=empty	MORPH=empty						
des	un	DETndf	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
ſupplices	supplice	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
.	.	PONfrt	MORPH=empty	MORPH=empty						
Vn	un	DETndf	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
bel	beau	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
eſprit	esprit	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
dit	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s		MODE=ind	TEMPS=psp	PERS.=3	NOMB.=s		
fort	fort	ADVgen	MORPH=empty	MORPH=empty						
à	avoir	VERppe	NOMB.=s					NOMB.=s		
propos	propos	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
ſur	sur	PRE	MORPH=empty	MORPH=empty						
ce	ce	DETdem	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
ſuiet	sujet	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
